viagem_id,hotel,cidade,diarias,valor_diaria,valor_hospedagem_realizado,fora_politica_hotel
T003782,Accor,Rio de Janeiro,2,505.75,1011.5,True
T003783,Intercity,Vitória da Conquista,3,290.62,871.86,True
T003784,Transamerica,Vitória da Conquista,3,278.72,836.17,False
T003786,Rede Nacional,Campinas,5,230.12,1150.59,False
T003787,Transamerica,São Paulo,1,431.4,431.4,False
T003788,Hotel Local,São Paulo,1,439.01,439.01,False
T003789,Accor,Feira de Santana,3,235.64,706.91,False
T003791,Accor,Brasília,2,513.17,1026.33,True
T003792,Hotel Local,Fortaleza,3,202.9,608.69,False
T003793,Intercity,Fortaleza,1,261.87,261.87,False
T003794,Transamerica,São Paulo,3,451.62,1354.87,True
T003795,Intercity,Vitória da Conquista,2,297.19,594.38,True
T003796,Rede Nacional,Recife,2,277.24,554.48,False
T003797,Transamerica,Recife,1,285.65,285.65,False
T003798,Hotel Local,Rio de Janeiro,4,407.9,1631.62,False
T003799,Accor,Porto Alegre,3,251.45,754.35,False
T003800,Intercity,Recife,1,272.08,272.08,False
T003802,Hotel Local,São Paulo,1,443.5,443.5,True
T003803,Intercity,Rio de Janeiro,2,382.94,765.89,False
T003804,Rede Nacional,Rio de Janeiro,5,357.73,1788.66,False
T003805,Accor,Campinas,2,238.03,476.06,False
T003806,Rede Nacional,Curitiba,4,317.03,1268.14,False
T003807,Accor,São Paulo,7,532.52,3727.65,True
T003808,Rede Nacional,Campinas,5,343.3,1716.5,False
T003811,Rede Nacional,Ilhéus,4,322.39,1289.57,False
T003812,Accor,São Paulo,5,398.36,1991.79,False
T003813,Accor,Porto Alegre,6,370.5,2223.01,False
T003814,Intercity,Belo Horizonte,1,253.01,253.01,False
T003816,Rede Nacional,São Paulo,2,385.37,770.74,False
T003817,Accor,Belo Horizonte,3,374.43,1123.3,False
T003818,Accor,São Paulo,3,518.12,1554.36,False
T003819,Intercity,Belo Horizonte,3,208.04,624.11,False
T003820,Hotel Local,Belo Horizonte,2,293.36,586.72,False
T003821,Accor,Campinas,1,391.52,391.52,True
T003822,Hotel Local,Rio de Janeiro,1,405.41,405.41,False
T003823,Rede Nacional,Fortaleza,5,293.95,1469.77,False
T003824,Transamerica,Recife,6,333.33,1999.98,False
T003830,Rede Nacional,Curitiba,4,342.32,1369.28,False
T003831,Accor,Rio de Janeiro,2,435.36,870.72,True
T003834,Rede Nacional,Recife,3,269.2,807.61,False
T003835,Accor,Feira de Santana,2,241.52,483.04,True
T003836,Rede Nacional,Brasília,2,377.23,754.47,False
T003837,Rede Nacional,São Paulo,1,511.73,511.73,True
T003838,,São Paulo,2,365.35,730.71,False
T003839,Hotel Local,Belo Horizonte,4,229.77,919.07,False
T003840,Rede Nacional,Brasília,2,382.49,764.98,False
T003842,Rede Nacional,Rio de Janeiro,1,290.42,290.42,False
T003843,Rede Nacional,Rio de Janeiro,3,439.13,1317.4,False
T003844,Intercity,Fortaleza,2,293.45,586.89,False
T003845,Accor,Recife,1,300.49,300.49,False
T003847,Accor,Curitiba,5,334.48,1672.42,False
T003848,Transamerica,Fortaleza,1,319.78,319.78,False
T003849,Intercity,São Paulo,1,424.27,424.27,False
T003850,Hotel Local,Brasília,2,469.42,938.85,False
T003852,Hotel Local,Vitória da Conquista,1,197.11,197.11,False
T003853,Accor,Vitória da Conquista,1,239.59,239.59,False
T003854,Accor,São Paulo,4,464.11,1856.44,False
T003855,Accor,Rio,2,482.67,965.35,True
T003856,Hotel Local,Brasília,5,382.89,1914.47,False
T003858,Intercity,Rio de Janeiro,3,467.06,1401.17,False
T003860,Rede Nacional,São Paulo,2,387.01,774.02,False
T003861,Intercity,Belo Horizonte,1,260.48,260.48,False
T003862,Hotel Local,Recife,4,220.6,882.4,False
T003864,Accor,São Paulo,4,535.74,2142.96,True
T003865,Accor,Porto Alegre,2,259.57,519.13,False
T003866,Rede Nacional,Manaus,2,300.29,600.59,False
T003867,Intercity,Vitória da Conquista,2,289.68,579.36,True
T003870,Accor,Feira de Santana,1,174.02,174.02,False
T003871,Accor,São Paulo,3,585.74,1757.21,True
T003872,Hotel Local,Rio de Janeiro,1,332.34,332.34,False
T003874,Accor,Rio de Janeiro,3,407.06,1221.18,False
T003876,Transamerica,Curitiba,3,262.6,787.79,False
T003879,Rede Nacional,Brasília,2,272.54,545.09,False
T003880,Rede Nacional,Fortaleza,3,291.18,873.53,False
T003881,Accor,são paulo,3,340.07,1020.22,False
T003882,Intercity,Rio de Janeiro,1,349.96,349.96,False
T003883,Hotel Local,Rio de Janeiro,1,333.9,333.9,False
T003885,Rede Nacional,Rio de Janeiro,2,323.62,647.24,False
T003886,Rede Nacional,Brasília,3,288.4,865.21,False
T003887,Intercity,Manaus,3,303.58,910.74,False
T003889,Hotel Local,Fortaleza,3,334.28,1002.84,False
T003890,Transamerica,Manaus,1,519.78,519.78,False
T003891,Accor,Fortaleza,5,368.17,1840.83,True
T003892,Intercity,Aracaju,3,192.64,577.91,False
T003893,Intercity,São Paulo,4,573.57,2294.26,False
T003894,Accor,Recife,3,271.36,814.07,False
T003895,Hotel Local,Fortaleza,3,315.98,947.94,False
T003896,Accor,Recife,2,327.8,655.61,False
T003897,Hotel Local,Brasília,4,322.05,1288.2,False
T003898,Rede Nacional,São Paulo,2,314.09,628.18,False
T003899,Rede Nacional,Feira de Santana,2,202.44,404.88,False
T003900,Transamerica,Fortaleza,3,325.12,975.35,False
T003902,Transamerica,São Paulo,1,589.16,589.16,True
T003903,Accor,Recife,2,356.06,712.11,True
T003905,Hotel Local,Vitória da Conquista,2,187.42,374.85,False
T003906,Accor,São Paulo,2,472.48,944.96,True
T003907,Hotel Local,Campinas,2,237.7,475.4,False
T003908,Hotel Local,Fortaleza,1,285.26,285.26,False
T003909,Hotel Local,Vitória da Conquista,1,205.43,205.43,False
T003910,Accor,Belo Horizonte,3,282.49,847.47,False
T003911,Accor,Porto Alegre,6,483.35,2900.11,False
T003912,Hotel Local,Brasília,4,390.01,1560.04,False
T003913,Intercity,São Paulo,3,374.55,1123.66,False
T003914,Hotel Local,São Paulo,4,478.71,1914.86,False
T003915,Hotel Local,DF - Brasília,3,263.61,790.83,False
T003916,Rede Nacional,Brasília,1,321.77,321.77,False
T003917,Accor,Curitiba,3,362.83,1088.48,False
T003918,Rede Nacional,Campinas,2,253.79,507.58,False
T003919,Accor,São Paulo,3,483.07,1449.22,True
T003920,Hotel Local,Feira de Santana,1,174.73,174.73,False
T003921,Intercity,São Paulo,1,468.33,468.33,True
T003922,Rede Nacional,Recife,2,262.41,524.81,False
T003923,Intercity,São Paulo,2,416.63,833.27,False
T003924,Hotel Local,São Paulo,1,407.4,407.4,False
T003925,Rede Nacional,São Paulo,4,296.2,1184.82,False
T003926,Accor,Brasília,4,394.32,1577.27,False
T003927,Hotel Local,Recife,2,253.29,506.58,False
T003928,Hotel Local,Fortaleza,4,196.21,784.84,False
T003929,Hotel Local,Belo Horizonte,2,223.36,446.72,False
T003931,Intercity,São Paulo,2,422.08,844.16,False
T003932,Intercity,Brasília,2,412.21,824.41,True
T003934,Transamerica,São Paulo,1,393.95,393.95,False
T003936,Accor,Curitiba,1,311.53,311.53,False
T003937,Rede Nacional,São Paulo,1,441.62,441.62,False
T003939,Accor,Curitiba,5,277.5,1387.49,False
T003940,Hotel Local,Rio de Janeiro,2,305.0,610.01,False
T003941,Intercity,Ilhéus,2,233.54,467.07,False
T003942,Rede Nacional,Aracaju,4,311.93,1247.71,False
T003943,Rede Nacional,Ilhéus,5,239.52,1197.6,False
T003944,Intercity,Fortaleza,3,283.64,850.93,False
T003946,Transamerica,Vitória da Conquista,3,418.1,1254.3,True
T003947,Transamerica,São Paulo,2,413.46,826.91,False
T003948,Rede Nacional,Brasília,2,335.46,670.91,False
T003949,Hotel Local,Curitiba,2,214.36,428.73,False
T003950,Hotel Local,Campinas,5,297.95,1489.75,False
T003951,Rede Nacional,Belo Horizonte,6,292.82,1756.89,False
T003952,Hotel Local,São Paulo,2,365.47,730.93,False
T003953,Hotel Local,Rio de Janeiro,2,344.89,689.78,False
T003954,Rede Nacional,Brasília,4,287.64,1150.57,False
T003955,Hotel Local,Curitiba,1,204.2,204.2,False
T003956,Hotel Local,Aracaju,2,183.55,367.09,False
T003957,Hotel Local,São Paulo,1,307.66,307.66,False
T003959,Hotel Local,Manaus,5,364.32,1821.59,False
T003960,Transamerica,Curitiba,2,325.57,651.14,False
T003961,Hotel Local,São Paulo,1,415.17,415.17,False
T003962,Hotel Local,Feira de Santana,2,233.36,466.73,False
T003963,Hotel Local,Curitiba,4,307.38,1229.51,False
T003964,Transamerica,Sao Paulo,3,454.23,1362.68,True
T003965,Rede Nacional,Brasília,2,261.21,522.43,False
T003966,Transamerica,Rio de Janeiro,4,351.05,1404.21,False
T003967,Hotel Local,São Paulo,7,337.48,2362.33,False
T003968,Intercity,Campinas,1,335.07,335.07,False
T003969,Rede Nacional,Rio de Janeiro,4,357.29,1429.18,False
T003970,Transamerica,Vitória da Conquista,3,315.79,947.38,True
T003971,Hotel Local,Manaus,2,311.38,622.76,False
T003972,Hotel Local,RIO DE JANEIRO,5,323.14,1615.68,False
T003973,Transamerica,Ilhéus,3,332.26,996.77,False
T003974,Rede Nacional,Vitória da Conquista,2,191.99,383.98,False
T003975,Hotel Local,Rio de Janeiro,3,337.3,1011.9,False
T003976,Hotel Local,Feira de Santana,2,196.26,392.52,False
T003977,Transamerica,Recife,3,347.71,1043.12,True
T003978,Accor,São Paulo,5,522.53,2612.63,True
T003979,Rede Nacional,Fortaleza,5,298.27,1491.34,False
T003980,Transamerica,São Paulo,4,463.81,1855.24,True
T003981,Hotel Local,Feira de Santana,2,197.46,394.91,False
T003982,Rede Nacional,Brasília,2,330.19,660.38,False
T003983,Accor,Porto Alegre,2,331.41,662.81,False
T003984,Transamerica,São Paulo,1,464.39,464.39,True
T003985,Rede Nacional,Brasília,1,304.36,304.36,False
T003986,Intercity,São Paulo,5,508.85,2544.27,True
T003987,Accor,Brasília,4,590.13,2360.53,True
T003988,Accor,Aracaju,3,299.11,897.33,True
T003989,Rede Nacional,São Paulo,1,361.32,361.32,False
T003990,Accor,Recife,1,301.74,301.74,False
T003991,Transamerica,São Paulo,2,479.76,959.52,True
T003992,Hotel Local,Brasilia,3,274.71,824.12,False
T003993,Accor,Feira de Santana,2,218.71,437.42,False
T003995,Rede Nacional,São Paulo,2,384.88,769.75,False
T003996,Intercity,São Paulo,3,499.15,1497.45,True
T003998,Hotel Local,Curitiba,2,266.06,532.11,False
T003999,Hotel Local,Rio de Janeiro,2,341.15,682.31,False
T004000,Hotel Local,Feira de Santana,1,192.37,192.37,False
T004001,Hotel Local,Rio de Janeiro,5,477.15,2385.77,False
T004002,Rede Nacional,Rio de Janeiro,1,330.28,330.28,False
T004004,Rede Nacional,Porto Alegre,1,344.07,344.07,False
T004005,Transamerica,Aracaju,3,278.77,836.32,False
T004006,Accor,Campinas,1,306.6,306.6,False
T004007,Intercity,Campinas,3,257.75,773.25,False
T004008,Transamerica,Curitiba,1,253.81,253.81,False
T004009,Accor,Rio de Janeiro,2,432.47,864.93,True
T004010,Rede Nacional,Fortaleza,3,233.66,700.97,False
T004011,Rede Nacional,Porto Alegre,3,284.31,852.93,False
T004012,Rede Nacional,Rio de Janeiro,2,607.11,1214.21,True
T004013,Hotel Local,Porto Alegre,1,224.01,224.01,False
T004014,Hotel Local,São Paulo,3,411.96,1235.89,False
T004015,Rede Nacional,Recife,5,324.83,1624.13,False
T004016,Hotel Local,Campinas,1,276.39,276.39,False
T004017,Rede Nacional,Brasília,3,252.68,758.03,False
T004018,Rede Nacional,Brasília,7,321.59,2251.11,False
T004021,Hotel Local,São Paulo,1,316.73,316.73,False
T004022,Intercity,Recife,2,303.78,607.55,False
T004023,Rede Nacional,Recife,1,239.28,239.28,False
T004024,Hotel Local,São Paulo,2,333.29,666.57,False
T004025,Accor,Recife,2,335.86,671.73,False
T004027,Rede Nacional,Fortaleza,2,199.03,398.07,False
T004028,Hotel Local,Feira de Santana,3,164.85,494.54,False
T004029,Hotel Local,Campinas,1,318.18,318.18,False
T004030,Rede Nacional,Rio de Janeiro,2,382.62,765.24,False
T004031,Rede Nacional,Vitória da Conquista,4,235.59,942.37,False
T004032,Hotel Local,Vitória da Conquista,1,167.15,167.15,False
T004034,Intercity,Ilhéus,1,276.6,276.6,False
T004035,Rede Nacional,Rio de Janeiro,3,322.48,967.44,False
T004036,Intercity,Fortaleza,3,446.26,1338.79,True
T004038,Hotel Local,Fortaleza,3,267.88,803.64,False
T004039,Hotel Local,Aracaju,3,243.85,731.55,False
T004040,Accor,Recife,3,294.48,883.43,False
T004041,Transamerica,Rio de Janeiro,6,407.41,2444.46,False
T004043,Hotel Local,Vitória da Conquista,3,221.19,663.58,False
T004044,Hotel Local,Vitória da Conquista,3,167.91,503.73,False
T004045,Accor,Recife,2,209.82,419.63,False
T004046,Hotel Local,Rio de Janeiro,1,281.11,281.11,False
T004047,Intercity,Porto Alegre,3,285.48,856.44,False
T004048,Hotel Local,São Paulo,5,349.65,1748.27,False
T004049,Accor,são paulo,3,379.53,1138.6,False
T004050,Transamerica,Recife,2,347.81,695.62,True
T004051,Intercity,São Paulo,4,285.32,1141.29,False
T004052,Accor,Ilhéus,6,240.85,1445.11,False
T004054,Rede Nacional,São Paulo,2,277.44,554.88,False
T004055,Transamerica,Belo Horizonte,3,392.71,1178.12,True
T004056,Rede Nacional,Brasília,3,344.2,1032.6,False
T004057,Hotel Local,Brasília,1,282.03,282.03,False
T004058,Hotel Local,Rio de Janeiro,4,250.16,1000.64,False
T004059,Accor,Vitória da Conquista,2,234.85,469.7,False
T004060,Hotel Local,SP - São Paulo,1,311.98,311.98,False
T004061,Accor,Porto Alegre,3,309.42,928.27,False
T004062,Intercity,Brasília,3,302.08,906.24,False
T004063,Accor,Rio de Janeiro,5,449.1,2245.51,True
T004064,Intercity,Belo Horizonte,1,289.07,289.07,False
T004065,Hotel Local,Brasília,2,328.7,657.41,False
T004066,Hotel Local,Brasília,3,281.33,843.98,False
T004067,Intercity,Belo Horizonte,4,306.09,1224.36,False
T004069,Transamerica,Aracaju,3,241.39,724.17,False
T004070,Hotel Local,Recife,1,270.46,270.46,False
T004071,Hotel Local,Rio de Janeiro,2,452.0,903.99,True
T004072,Hotel Local,Brasília,1,329.55,329.55,False
T004073,Hotel Local,Belo Horizonte,2,243.91,487.83,False
T004074,Hotel Local,Aracaju,1,185.44,185.44,False
T004075,Hotel Local,Belo Horizonte,4,247.03,988.12,False
T004076,Accor,Brasília,3,275.38,826.15,False
T004078,Hotel Local,Brasília,4,279.82,1119.28,False
T004082,Accor,Rio de Janeiro,1,334.08,334.08,False
T004084,Rede Nacional,Feira de Santana,2,193.6,387.2,False
T004085,Hotel Local,São Paulo,3,317.79,953.37,False
T004086,Intercity,São Paulo,6,493.24,2959.44,True
T004088,Rede Nacional,Curitiba,8,323.43,2587.4,False
T004089,Hotel Local,Rio de Janeiro,1,321.23,321.23,False
T004090,Accor,Porto Alegre,3,338.97,1016.9,False
T004091,Intercity,são paulo,1,575.64,575.64,False
T004092,Intercity,Manaus,5,311.48,1557.4,False
T004096,Accor,Curitiba,2,353.61,707.21,True
T004097,Hotel Local,São Paulo,2,405.59,811.17,False
T004098,Hotel Local,Sao Paulo,3,475.79,1427.36,False
T004099,Accor,Vitória da Conquista,1,270.5,270.5,False
T004100,Accor,Brasília,3,417.9,1253.7,True
T004101,Accor,Vitória da Conquista,1,214.86,214.86,False
T004103,Hotel Local,Porto Alegre,4,197.42,789.66,False
T004106,Intercity,São Paulo,4,383.76,1535.02,False
T004107,Accor,Feira de Santana,2,200.01,400.02,False
T004108,Rede Nacional,Belo Horizonte,3,228.21,684.64,False
T004109,Hotel Local,Rio de Janeiro,1,341.16,341.16,False
T004110,Intercity,Campinas,2,391.5,782.99,True
T004111,Accor,Curitiba,1,287.23,287.23,False
T004112,Hotel Local,Feira de Santana,2,240.95,481.9,False
T004114,Hotel Local,São Paulo,3,330.34,991.01,False
T004115,Intercity,São Paulo,3,525.29,1575.87,False
T004116,Hotel Local,Fortaleza,2,188.63,377.25,False
T004117,Accor,Fortaleza,3,292.68,878.05,False
T004118,Accor,São Paulo,1,552.54,552.54,True
T004120,Accor,Ilhéus,2,212.31,424.63,False
T004121,Hotel Local,São Paulo,2,344.04,688.08,False
T004122,Accor,Rio de Janeiro,2,579.37,1158.73,True
T004123,Intercity,São Paulo,3,415.6,1246.81,False
T004125,Accor,Manaus,1,329.14,329.14,False
T004126,Accor,Rio de Janeiro,3,333.19,999.58,False
T004127,Intercity,Fortaleza,2,304.48,608.95,False
T004129,Rede Nacional,Porto Alegre,1,350.77,350.77,True
T004130,Accor,Vitória da Conquista,3,296.37,889.12,True
T004131,Hotel Local,Vitória da Conquista,3,193.0,579.0,False
T004132,Hotel Local,Feira de Santana,2,173.9,347.81,False
T004134,Hotel Local,São Paulo,1,369.94,369.94,False
T004135,Hotel Local,Rio de Janeiro,3,320.98,962.95,False
T004136,Hotel Local,Brasília,1,302.26,302.26,False
T004137,Rede Nacional,São Paulo,2,352.38,704.76,False
T004139,Rede Nacional,São Paulo,2,665.74,1331.49,True
T004140,Rede Nacional,Recife,2,285.3,570.61,False
T004142,Transamerica,Recife,3,317.08,951.24,False
T004143,Hotel Local,Campinas,1,274.6,274.6,False
T004144,Rede Nacional,São Paulo,2,352.07,704.13,False
T004145,Accor,Rio de Janeiro,2,335.23,670.45,False
T004146,Hotel Local,Belo Horizonte,2,261.02,522.03,False
T004148,Accor,Porto Alegre,3,361.23,1083.69,False
T004150,Rede Nacional,São Paulo,4,522.47,2089.89,True
T004151,Transamerica,Recife,4,208.48,833.93,False
T004153,Hotel Local,São Paulo,6,383.55,2301.29,False
T004154,Accor,Belo Horizonte,1,270.02,270.02,False
T004155,Intercity,São Paulo,2,525.64,1051.28,False
T004157,Hotel Local,Curitiba,2,271.06,542.13,False
T004158,Transamerica,São Paulo,1,558.42,558.42,True
T004159,Hotel Local,Campinas,7,304.21,2129.47,False
T004160,Hotel Local,Recife,1,242.61,242.61,False
T004161,Rede Nacional,São Paulo,3,367.81,1103.42,False
T004162,Accor,Brasília,2,328.99,657.99,False
T004163,Transamerica,Curitiba,2,455.74,911.48,False
T004164,Transamerica,Manaus,3,509.53,1528.59,True
T004166,Hotel Local,Feira de Santana,3,239.7,719.11,False
T004167,Intercity,Brasília,2,279.69,559.37,False
T004168,Transamerica,Rio de Janeiro,1,462.61,462.61,True
T004169,Hotel Local,Fortaleza,2,256.85,513.71,False
T004170,Hotel Local,Rio de Janeiro,5,334.62,1673.11,False
T004171,Rede Nacional,Fortaleza,2,244.52,489.03,False
T004172,Hotel Local,Recife,2,247.29,494.58,False
T004173,Accor,São Paulo,2,408.42,816.83,False
T004174,Accor,São Paulo,3,434.69,1304.06,False
T004175,Transamerica,São Paulo,2,469.43,938.87,True
T004177,Accor,Curitiba,1,347.74,347.74,True
T004178,Transamerica,Curitiba,2,315.8,631.6,False
T004179,Rede Nacional,Recife,2,292.17,584.34,False
T004180,Intercity,Vitória da Conquista,1,255.41,255.41,False
T004181,Accor,Recife,2,241.32,482.64,False
T004182,Accor,Feira de Santana,2,236.93,473.87,False
T004183,Rede Nacional,Porto Alegre,2,263.05,526.1,False
T004184,Intercity,Curitiba,1,302.16,302.16,False
T004186,Intercity,São Paulo,3,415.41,1246.22,False
T004187,Accor,Belo Horizonte,3,296.6,889.79,False
T004189,Accor,São Paulo,4,517.03,2068.1,True
T004190,Rede Nacional,Porto Alegre,1,296.39,296.39,False
T004192,Intercity,Belo Horizonte,1,271.37,271.37,False
T004193,Transamerica,Brasília,5,364.28,1821.42,False
T004194,Hotel Local,São Paulo,2,328.95,657.91,False
T004195,Accor,Feira de Santana,3,209.3,627.9,False
T004196,Intercity,Brasília,3,401.95,1205.85,True
T004197,Intercity,São Paulo,1,406.64,406.64,False
T004199,Hotel Local,Rio de Janeiro,1,325.04,325.04,False
T004200,Intercity,Brasília,1,383.2,383.2,False
T004201,Accor,São Paulo,3,363.45,1090.36,False
T004202,Accor,Ilhéus,1,376.28,376.28,False
T004203,Intercity,Curitiba,4,362.11,1448.44,False
T004205,Intercity,Rio de Janeiro,2,392.17,784.34,True
T004206,Rede Nacional,São Paulo,3,599.46,1798.38,True
T004207,Intercity,Rio de Janeiro,2,276.31,552.62,False
T004208,Rede Nacional,Feira de Santana,5,248.07,1240.34,False
T004209,Hotel Local,Aracaju,5,220.78,1103.92,False
T004210,Accor,Curitiba,6,359.63,2157.78,True
T004211,Accor,São Paulo,3,285.16,855.48,False
T004213,Hotel Local,Porto Alegre,2,280.59,561.19,False
T004214,Hotel Local,Rio de Janeiro,2,451.36,902.71,True
T004215,Accor,Feira de Santana,1,203.37,203.37,False
T004217,Accor,Brasília,1,344.02,344.02,False
T004218,Accor,Belo Horizonte,1,321.27,321.27,False
T004221,Intercity,São Paulo,1,373.4,373.4,False
T004222,Accor,Porto Alegre,1,336.29,336.29,False
T004223,Rede Nacional,Rio de Janeiro,2,236.01,472.02,False
T004224,Hotel Local,Brasília,2,314.48,628.97,False
T004225,Hotel Local,Fortaleza,1,300.39,300.39,False
T004227,Transamerica,Fortaleza,3,348.91,1046.73,False
T004228,Intercity,São Paulo,2,425.02,850.03,False
T004229,Transamerica,São Paulo,7,539.04,3773.28,True
T004230,Accor,Rio de Janeiro,2,396.79,793.58,True
T004231,Accor,Rio de Janeiro,5,354.97,1774.86,False
T004232,Rede Nacional,São Paulo,4,348.94,1395.78,False
T004233,Intercity,Recife,2,226.28,452.55,False
T004234,Transamerica,Porto Alegre,2,281.15,562.3,False
T004235,Hotel Local,São Paulo,1,415.91,415.91,False
T004236,Intercity,Fortaleza,1,266.57,266.57,False
T004237,Hotel Local,Recife,5,220.78,1103.89,False
T004239,Accor,Feira de Santana,1,415.04,415.04,True
T004240,Accor,São Paulo,5,385.05,1925.24,False
T004241,Rede Nacional,Brasília,3,397.28,1191.85,False
T004242,Hotel Local,Feira de Santana,5,218.13,1090.65,False
T004243,Hotel Local,São Paulo,4,336.51,1346.03,False
T004244,Rede Nacional,Belo Horizonte,4,261.12,1044.48,False
T004246,Intercity,Aracaju,6,259.73,1558.38,False
T004247,Hotel Local,São Paulo,1,391.32,391.32,False
T004248,Hotel Local,Brasília,5,259.41,1297.03,False
T004249,Rede Nacional,Feira de Santana,2,177.82,355.63,False
T004250,Hotel Local,Campinas,1,307.63,307.63,False
T004251,Hotel Local,Recife,3,340.52,1021.55,True
T004252,Rede Nacional,São Paulo,1,361.2,361.2,False
T004254,Intercity,Porto Alegre,2,444.24,888.48,True
T004255,Transamerica,Vitória da Conquista,1,208.83,208.83,False
T004256,Hotel Local,Rio de Janeiro,5,308.43,1542.14,False
T004258,Hotel Local,São Paulo,2,416.79,833.57,False
T004259,Hotel Local,São Paulo,2,271.3,542.61,False
T004260,Accor,Rio de Janeiro,2,352.57,705.15,False
T004261,Rede Nacional,Brasília,1,294.23,294.23,False
T004262,Hotel Local,Vitória da Conquista,3,174.79,524.36,False
T004263,Hotel Local,São Paulo,2,363.11,726.22,False
T004264,Accor,São Paulo,2,454.32,908.64,False
T004265,Hotel Local,São Paulo,1,309.84,309.84,False
T004266,Accor,Curitiba,1,317.51,317.51,False
T004268,Accor,São Paulo,1,446.11,446.11,False
T004270,Hotel Local,SP - São Paulo,3,386.2,1158.61,False
T004271,Accor,São Paulo,2,449.4,898.79,False
T004272,Rede Nacional,São Paulo,5,392.59,1962.97,False
T004273,Intercity,Brasília,2,341.92,683.85,False
T004274,Accor,São Paulo,4,336.84,1347.34,False
T004275,Rede Nacional,Campinas,4,258.6,1034.39,False
T004276,Accor,Rio de Janeiro,2,439.15,878.29,True
T004278,Rede Nacional,Fortaleza,2,326.98,653.97,False
T004279,Hotel Local,São Paulo,3,369.17,1107.5,False
T004280,Hotel Local,Curitiba,1,236.04,236.04,False
T004281,Rede Nacional,São Paulo,4,433.52,1734.09,False
T004282,Transamerica,Brasília,5,324.93,1624.67,False
T004283,Rede Nacional,Brasília,2,275.3,550.6,False
T004284,Accor,Brasília,5,509.18,2545.91,True
T004285,Intercity,Feira de Santana,1,212.88,212.88,False
T004287,Rede Nacional,São Paulo,2,269.52,539.05,False
T004288,Accor,Fortaleza,1,308.5,308.5,False
T004289,Accor,Curitiba,4,395.23,1580.92,True
T004290,Accor,Rio de Janeiro,1,316.83,316.83,False
T004291,Rede Nacional,São Paulo,2,458.68,917.35,True
T004292,Intercity,Feira de Santana,2,178.97,357.94,False
T004293,Intercity,Curitiba,4,263.19,1052.77,False
T004294,Rede Nacional,Curitiba,3,370.33,1110.99,True
T004295,Rede Nacional,São Paulo,1,414.82,414.82,False
T004296,Accor,Recife,3,272.74,818.23,False
T004297,Accor,Curitiba,3,365.92,1097.76,True
T004298,Hotel Local,São Paulo,3,405.58,1216.73,False
T004300,Accor,Curitiba,2,285.77,571.54,False
T004301,Hotel Local,SP - São Paulo,1,443.41,443.41,False
T004302,Rede Nacional,Rio de Janeiro,6,410.06,2460.37,False
T004303,Accor,São Paulo,2,369.81,739.62,False
T004304,Accor,São Paulo,1,307.17,307.17,False
T004305,Intercity,Brasília,2,326.45,652.91,False
T004306,Hotel Local,Recife,4,321.92,1287.67,False
T004308,Intercity,São Paulo,2,342.66,685.31,False
T004309,Rede Nacional,Fortaleza,2,309.06,618.13,False
T004310,Hotel Local,Curitiba,3,191.39,574.18,False
T004311,Accor,São Paulo,2,407.09,814.17,False
T004312,Accor,Brasília,3,351.08,1053.23,False
T004313,Hotel Local,Rio de Janeiro,2,501.25,1002.5,False
T004314,Transamerica,Brasília,3,391.55,1174.64,False
T004315,Hotel Local,Vitória da Conquista,2,174.84,349.68,False
T004316,Accor,São Paulo,2,413.35,826.71,False
T004317,Transamerica,São Paulo,2,354.93,709.87,False
T004318,Accor,Belo Horizonte,1,350.95,350.95,True
T004319,Accor,Recife,5,269.3,1346.52,False
T004320,Transamerica,São Paulo,1,440.6,440.6,False
T004321,Intercity,São Paulo,4,434.76,1739.03,False
T004322,Hotel Local,Rio de Janeiro,2,387.94,775.87,False
T004324,Hotel Local,Feira de Santana,2,188.7,377.41,False
T004325,Rede Nacional,Campinas,1,315.86,315.86,False
T004327,Accor,São Paulo,1,471.95,471.95,True
T004329,Accor,São Paulo,1,478.16,478.16,True
T004331,Intercity,Feira de Santana,1,271.51,271.51,True
T004332,Transamerica,Belo Horizonte,4,420.17,1680.68,True
T004333,Hotel Local,São Paulo,5,331.39,1656.93,False
T004334,Accor,Aracaju,1,336.06,336.06,False
T004335,Rede Nacional,Brasília,2,249.02,498.05,False
T004336,,Rio de Janeiro,5,383.94,1919.68,False
T004338,Accor,Feira de Santana,1,175.6,175.6,False
T004339,Hotel Local,Aracaju,5,227.52,1137.6,False
T004340,Intercity,Aracaju,2,370.99,741.99,True
T004342,Accor,Aracaju,2,242.57,485.14,False
T004344,Hotel Local,Curitiba,3,205.94,617.81,False
T004345,Rede Nacional,Vitória da Conquista,7,217.61,1523.24,False
T004346,Rede Nacional,Curitiba,3,342.14,1026.43,False
T004348,Rede Nacional,Rio de Janeiro,1,397.09,397.09,True
T004349,Accor,Brasília,3,406.57,1219.71,False
T004351,Rede Nacional,Brasília,4,281.48,1125.9,False
T004352,Hotel Local,Recife,1,323.29,323.29,False
T004354,Intercity,São Paulo,3,357.04,1071.12,False
T004355,Hotel Local,São Paulo,2,258.71,517.42,False
T004356,Accor,Porto Alegre,2,318.67,637.34,False
T004357,Accor,Rio de Janeiro,1,475.7,475.7,True
T004358,Rede Nacional,Recife,4,281.76,1127.03,False
T004359,Hotel Local,São Paulo,4,418.31,1673.24,False
T004361,Rede Nacional,Aracaju,3,193.37,580.1,False
